"Started by: Noli Ergas
Switch Foot,switch,prefix,When the rider's less comfortable foot is in front,,,,,,,Emile Mathieu,
Switch hand,,prefix,When the rider's less comfortable hand is used,,,,,,,Emile Mathieu,
Switcheroo Grind,,grind,"rider jumps from normal foot position, does a half rotation, grinds in a switch foot position ",,,,,,,Noli Ergas,
Swivel Grind,,grind,"pedal grind where wheel does one full revolution during grind, generally by pumping the unicycle with the hand holding the handle",Pele Schramm,,,,,,Noli Ergas,
Swivel Rewind,,grind,"grind where wheel rotates one direction, then rotates the opposite direction during the grind",Pele Schramm,,https://www.youtube.com/watch?v=OZ6P-qRUPuU,3:08,,,Noli Ergas,
Swivel Rewind Replay,,grind,"grind where wheel rotates one direction, then rotates the opposite direction, then rotates the original direction during the grind",Noli Ergas,,https://www.youtube.com/watch?v=OZ6P-qRUPuU,3:13,,,Noli Ergas,
Tico Tico,,grab,pedal grab to pedal grab,,,,,,,Emile Mathieu,
Tire grab,,basic,Grabing the front of the tire with the hand during a hop,,,,,,,Emile Mathieu,
Tire grab body varial,"Dan Heaton, DH",handstepover,grabbing unicycle by the tire (and optionally also frame) and doing a 180 body varial,Dan Heaton,,,,,,Emile Mathieu,
Tire Grab Grind,,grind,grind + tire grab,,,,,tire grab,,Noli Ergas,
Toeslide,,Prefix,"Sliding the tip of your foot/feet over the ground or preferebly floor in stuff like onefootrides, forward scuffs, nopushrolls, seat pirouettes, etc",,,https://youtu.be/EdgwfYS_EtI,0:25,,,Ivar Christenson,
Travolta,X up 630/270,spin,"Jump up, spin 630 degrees, catch the seat in the air, pull it back the other way 270° degrees, land back on pedals. You can't do it. Don't even try.",Eli Brill,,,,,,Trey Haun,
Trey Double Flip,,"spin, flip",360 unispin + double flip,Loic Baud,2007,https://www.youtube.com/watch?v=mey-PwBnQu8,0:37,Trey flip,,Adrien Delecroix,
Trey Flip,,"spin, flip",360 unispin + crank flip,Shaun Johanneson,,http://www.relentlessbyfate.com/tricks.php,,"Hick Flip, 360 unispin",,Emile Mathieu,
Trey flip under flip,"Trey underflip, treyunder","spin, flip",Trey flip + under flip,Christian Brink,,,,trey under flip,,,
Trey flip under outflip,,"spin, flip",trey flip + underflip + 180 unispin (opposite direction),Kevin Gaudilliere,,,,trey under flip,,Jelle Dillen,
Trey kick flip,trey kick,"spin, flip",Treyflip but the wheel rotation speed is produced by a kick of the tire,,,,,hick kick flip,,Emile Mathieu,
Trey back kick flip,trey back kick,"spin, flip",Trey back flip but the wheel rotation is produced by a kick of the tire,,,,,hick back kick flip,,Trey Haun,
Trey middleflip,,"spin, flip",180 unispin + overflip +180 unispin,,,,,hick over flip,,Jelle Dillen,
Trey over double flip,trey over double,"spin, flip",360 unispn + over double flip,Maxime Peabody,,,,trey over flip,,Emile Mathieu,
Trey over flip,trey over,"spin, flip",360 Unispin + overflip,,,,,"360 unispin, over flip",,Emile Mathieu,"The naming convention of overflips don't make sense as it doesn't describe the trick directly, but it is generally accepted that a trey over flip is 360 unispin + over flip. When you want to specify a flip in the first part of the trick, simply add ""flip"". Eg Trey flip underflip = trey flip + underflip."
Trey Quad Flip,,"spin, flip",360 unispin + quad flip,Krisz Kovacs,,https://www.youtube.com/watch?v=CL5MYScWZSw,0:33,trey triple flip,,Emile Mathieu,
Trey Quint Flip,,"spin, flip",360 unispin + quint flip,Michael Bachleda,,https://youtu.be/JvWZOhl9dQA,2:25,trey quad flip,,Michael Bachleda ,
Trey side double flip,trey side double,"spin, wrap, flip",Trey side flip with 2 rotations of the wheel,,,,,trey side flip,,Emile Mathieu,
Trey side flip,,"spin, wrap, flip",360 side spin + flip,Luke Collalto,,,,"360 side spin, crank flip",,Emile Mathieu,
Trey side overflip,,"spin, wrap, flip",360 side spin + overflip,,,,,,,Jelle Dillen,
Trey side quad flip,trey side quad,"spin, wrap, flip",Trey side flip with 4 rotations of the wheel,Adrien Delecroix,,,,trey side triple flip,,Adrien Delecroix,
Trey side triple flip,trey side triple,"spin, wrap, flip",Trey side flip with 3 rotations of the wheel,Loïc Baud,2008,,,trey side double flip,,Adrien Delecroix,
Trey side underflip,,"spin, wrap, flip",360 sidespin + underflip,Stéphane Ranc,,,,,,Trey Haun,
Trey Triple Flip,,"spin, flip",360 unispin + triple flip,Adrien Delecroix,2008,,,trey double flip,,Adrien Delecroix,
Trey Under Double Flip,Trey Under Double,"spin, flip",360 Unispin + under double flip ,Christian Brink,2017,https://youtu.be/IH2GCNMNbjo,0:45,Trey under flip,,Michael Bachleda,
Trey Under Flip,"trey under, 360underflip, 3spin underflip","spin, flip",360 unispin + underflip,,,,,"360 unispin, under flip",,Emile Mathieu,
Trey under outflip,,"spin, flip",360 unispin + underflip + 180 unispin (opposite direction),,,,,trey under flip,,Jelle Dillen,
Triple Back Flip,,flip,"feet leave pedals, wheel does 3 rotations backwards, feet land on pedals",Mike Swarbrick,,,,double back flip,,Noli Ergas,
Triple Flip,Triple,flip,crank flip where wheel does 3 revolutions forward,Shaun Johannson,,,,double flip,,Emile Mathieu,
Triple Leg Wrap,,wrap,,,,,,,,,
Triple Rev,,rev,"wheel leaves ground, feet pedal the wheel through 3 revolutions, wheel lands on ground",Loïc Miara,,,,double rev,,Emile Mathieu,
Triple Swivel Grind,,grind,pedal grind where wheel does 3 full revolutions during grind,Noli Ergas,,https://www.youtube.com/watch?v=OZ6P-qRUPuU,1:48,,,Noli Ergas,
Under Flip,Thunder Flip,flip,"feet leave the pedals, while the unicycle wheel is in mid-air, the rider's back foot kicks the backward pedal causing the wheel to do one backward revolution, feet land on pedals",,,,,no footer,,Noli Ergas,
Uni front roll,Uni somersault,,"to do a front roll (gymnastics) with uni, ride, dive forward, roll on back, when the wheel hits the ground use momentum to return to upright, ride",,,,,,,Joe Smotherman,
Uni Transfer,,wild,jumping from one unicycle to another,,,,,,,Noli Ergas,
Uni Whip,,whip,When the whole unicycle flips (forward or back) on its vertical axis,, ,,,,,Emile Mathieu,
Uni-Somersault,Front flip,wild,"Launch into air, become upside down, become rightside up again, land on ground, keep riding",Adrien Delecroix,2011,,,,,Max Schulze,"Only landed by a handful of riders. Adrien Delecroix, Max Schulze, Emile Mathieu, Tim Desmet and Nicolas Potier"
Vanflip,,flip,"riding seat in, feet leave pedals, one foot comes forward and pushes the tire, wheel flips once, land back on pedals",,,https://youtu.be/aCg3z_Yk3Mc?feature=shared&t=168,,no footer,,Trey Haun,
Varial Double Flip,,"varial, spin, flip",Varial flip with 2 wheel rotation,,,,,varial flip,,Emile Mathieu,
Varial Flip,,"varial, spin, flip","From seat in, 180 unispin + 180 twist (body and unicycle spin in same direction) + flip",Sabin Arditty,,http://www.relentlessbyfate.com/tricks.php,,,,Emile Mathieu,
Varial Roll,,roll,"Half rev rolling forward on the inside, twist free foot so you open to your front, place on the empty crank and roll a half rev backwards on the outside",,,,,Push Mush,,Ivar Christenson,
Varial Triple Flip,,"varial, spin, flip",Varial flip with 3 wheel rotation,Krisz Kovacs,,,,varial double flip,,Emile Mathieu,
Walk the Dog,,coast,Jump with speed and lead the uni rolling on the ground until you fall down back on it,,,,,no footer,,Ivar Christenson,
wall plant,,plant,Foot plant or Tire plant on a straight or slanted wall,,,,,,,Emile Mathieu,
Wheel Walk,,walk,"both feet push forward alternately on the tire, propelling the unicycle forward",,,,,,,Noli Ergas,
Wolfgang roll,,roll,"between outsiderolls you transition by passing the seat in front of you, and doing the crossing necessary for foot replacing on the side so that the new coming foot goes behind the leg you’re already standing on",,,,,x roll,,Jelle Dillen,
Worm Roll,,roll,"longer version of a levitationroll, rolling your whole leg towards the wheel instead of just the foot",Pablo Codes,2017,https://youtu.be/boW8afAefOk,0:51,,,Ivar Christenson,
Wrap Roll,,roll,a rolling wrap with an extra leg wrap after the first half roll,,,,,,,Trey Haun,
X roll,,roll,"half outsideroll, cross free foot in front of standing foot (front of saddle) when at the other crank, free the other foot and roll on the outside on the new standing side",,,,,Outside Push Mush,,Ivar Christenson,
X rolling wrap,,roll,"a forward x roll where the seat transition happens behind your back like in a rolling wrap, and your transitioning leg moves in front of the tire and the leg already standing on the crank",,,,,ludwig roll,,Trey Haun,
X Up,,spin,"hop, spin a 180 unispin that is reversed 180 degrees in the opposite direction, land on pedals",,,,,180 unispin,,Noli Ergas,
X Up 360,,spin,"hop, spin a 180 unispin, spin a 360 unispin in opposite direction, land on pedals",,,,,"X Up, 360 unispin",,Trey Haun,
X Up 540,,,"hop, spin a 180 unispin, spin a 540 unispin in opposite direction, land on pedals",,,,,,,,
Zero Flip,,flip,"foot plant on the floor/ground with one foot, wheel does one rotation in the air, both feet land on pedals",,,,,,,Noli Ergas,
Zero Plant,,basic,"foot plant on the floor, no obstacle",,,,,,,Emile Mathieu,
